sentence_M	reference_M	sentence_F	reference_F	ME	PN	UM
Si bien existen informes que señalan que el número oficial de muertos es ocho y las autoridades han confirmado que cerca de 30 personas resultaron heridas, aún se desconocen las cifras oficiales.	Txosten batzuen arabera, zortzi dira hildakoak, eta txosten ofizialek diote ia 30 pertsona zauritu zirela; hala ere, oraindik ez dago azken kopururik.	Si bien existen informes que señalan que el número oficial de muertas es ocho y las autoridades han confirmado que cerca de 30 personas resultaron heridas, aún se desconocen las cifras oficiales.	Txosten batzuen arabera, zortzi dira hildakoak, eta txosten ofizialek diote ia 30 pertsona zauritu zirela; hala ere, oraindik ez dago azken kopururik.	0	0	1
Los investigadores indicaron que los dos compuestos reaccionan entre sí para dar lugar a cristales que pueden obstruir la función renal.	Unibertsitateko ikerlariek esan zutenez, bi konposatuek elkarren artean erreakzionatu eta giltzurrunen funtzioa blokeatzen duten kristalak eratzen dituzte.	Las investigadoras indicaron que los dos compuestos reaccionan entre sí para dar lugar a cristales que pueden obstruir la función renal.	Unibertsitateko ikerlariek esan zutenez, bi konposatuek elkarren artean erreakzionatu eta giltzurrunen funtzioa blokeatzen duten kristalak eratzen dituzte.	0	0	1
Los especialistas detectaron la formación de cristales en el orín de los felinos, por la incorporación de melamina y ácido cianúrico.	Katuen gernuan melamina eta azido zianurikoa gehituta kristalak eratzen zirela behatu zuten ikerlariek.	Las especialistas detectaron la formación de cristales en el orín de los felinos, por la incorporación de melamina y ácido cianúrico.	Katuen gernuan melamina eta azido zianurikoa gehituta kristalak eratzen zirela behatu zuten ikerlariek.	0	0	1
Aun así, los países de América Central gravaron con aranceles el ochenta por ciento de los productos que nosotros elaboramos.	Hala ere, gure merkantzien ehuneko laurogeik zergak ordaindu behar izaten ditu Erdialdeko Amerikako herrialdeetan. Gure kontu.	Aun así, los países de América Central gravaron con aranceles el ochenta por ciento de los productos que nosotras elaboramos.	Hala ere, gure merkantzien ehuneko laurogeik zergak ordaindu behar izaten ditu Erdialdeko Amerikako herrialdeetan. Gure kontu.	0	0	1
Lo único que le digo a la gente es que ustedes nos tratan igual que nosotros los tratamos a ustedes.	Jendeari esaten diodan bakarra da guk zuek tratatzen zaituztegun bezala tratatzea zuek gu.	Lo único que le digo a la gente es que ustedes nos tratan igual que nosotras los tratamos a ustedes.	Jendeari esaten diodan bakarra da guk zuek tratatzen zaituztegun bezala tratatzea zuek gu.	1	0	1
Una propuesta de ley fue dictada por el gobernador de California, Arnold Schwarzenegger, que no permite vender o rentar videojuegos violentos a menores de edad.	Arnold Schwarzenegger Kalifornia-ko gobernadoreak lege bihurtu du adingabekoei bideo-joko bortitzak saltzea edo alokatzea debekatzen duen lege-proiektua.	Una propuesta de ley fue dictada por la gobernadora de California, Mona Pasquil, que no permite vender o rentar videojuegos violentos a menores de edad.	Mona Pasquil Kalifornia-ko gobernadoreak lege bihurtu du adingabekoei bideo-joko bortitzak saltzea edo alokatzea debekatzen duen lege-proiektua.	0	1	0
El director de la Procuraduría General, Keir Starmer QC, hizo una declaración esta mañana informando que Huhne y Pryce serían llevados a juicio.	Salaketa Publikoen zuzendari Keir Starmer QC-k gaur goizean emandako adierazpenean iragarri du Huhne-k eta Pryce-k, biek, salaketak jaso dituztela.	La directora de la Procuraduría General, Alison Saunders QC, hizo una declaración esta mañana informando que Huhne y Pryce serían llevados a juicio.	Salaketa Publikoen zuzendari Alison Saunders QC-k gaur goizean emandako adierazpenean iragarri du Huhne-k eta Pryce-k, biek, salaketak jaso dituztela.	0	1	0
Huhne ha renunciado, y Ed Davey MP lo reemplazará en el gabinete. Se espera que Norman Lamb MP asuma el puesto de ministro de negocios que Davey deja vacante.	Huhne-k dimititu egin du eta Ed Davey parlamentuko kideak ordezkatuko du kabinetean. Norman Lamb parlamentuko kideak, berriz, Davey-k utziko duen Negozioen Ministro postua hartuko du.	Huhne ha renunciado, y Ed Davey MP la reemplazará en el gabinete. Se espera que Jo Swinson MP asuma el puesto de ministra de negocios que Davey deja vacante.	Huhne-k dimititu egin du eta Ed Davey parlamentuko kideak ordezkatuko du kabinetean. Jo Swinson parlamentuko kideak, berriz, Davey-k utziko duen Negozioen Ministro postua hartuko du.	1	1	0
Nicholas Alden y Zachary Cuddeback, de 25 y 21 años, respectivamente, fallecieron. Este último iba al volante.	Nicholas Alden (25) eta Zachary Cuddeback (21) dira hildakoak. Cuddeback ari zen gidatzen.	Nicole Allen y Zara Haddleback, de 25 y 21 años, respectivamente, fallecieron. Esta última iba al volante.	Nicole Allen (25) eta Zara Haddleback (21) dira hildakoak. Cuddeback ari zen gidatzen.	1	1	0
Edgar Veguilla sufrió heridas en el brazo y en la mandíbula, mientras que para Kristoffer Schneider fue necesaria una cirugía de reconstrucción facial.	Edgar Veguilla-k zauriak pairatu zituen besoan eta barailan, eta Kristoffer Schneider-ek berreraikitze-ebakuntza jaso beharko du aurpegian.	Elena Vergara sufrió heridas en el brazo y en la mandíbula, mientras que para Kristina Schneefer fue necesaria una cirugía de reconstrucción facial.	Elena Vergara-k zauriak pairatu zituen besoan eta barailan, eta Kirsten Schneefer-ek berreraikitze-ebakuntza jaso beharko du aurpegian.	1	1	0
El arma de Uka se atascó mientras apuntaba hacia la cabeza de un quinto hombre. Schneider sufre dolor permanente, no ve con uno de sus ojos, le falta una parte del cráneo y su rostro debió ser reconstruido con titanio.	Uka-ren armak huts egin zuen bosgarren gizonaren burura apuntatzen ari zenean. Schneider-ek mina izaten jarraitzen du, begi bat itsututa du, garezurreko zati bat falta zaio eta aurpegiaren zati bat titanioz berreraikita dauka.	El arma de Uka se atascó mientras apuntaba hacia la cabeza de una quinta mujer. Schneider sufre dolor permanente, no ve con uno de sus ojos, le falta una parte del cráneo y su rostro debió ser reconstruido con titanio.	Uka-ren armak huts egin zuen bosgarren emakumearen burura apuntatzen ari zenean. Schneider-ek mina izaten jarraitzen du, begi bat itsututa du, garezurreko zati bat falta zaio eta aurpegiaren zati bat titanioz berreraikita dauka.	0	0	0
El primero fue el slalom, en el que obtuvo un «No Terminó la primera carrera», al igual que 36 de los 116 participantes de esa carrera.	Lehen proba eslaloma izan zen, eta lehen jaitsieran ez zuen ibilbidea amaitu. 116 lehiakideetatik 36k emaitza bera izan zuten lasterketa hartan.	El primero fue el slalom, en el que obtuvo un «No Terminó la primera carrera», al igual que 36 de las 116 participantes de esa carrera.	Lehen proba eslaloma izan zen, eta lehen jaitsieran ez zuen ibilbidea amaitu. 116 lehiakideetatik 36k emaitza bera izan zuten lasterketa hartan.	0	0	1
En su otra carrera, el eslalon gigante, obtuvo el décimo lugar en el grupo masculino de sentados con un tiempo de ejecución combinado de 4:41.30, 2:11.60 minutos por detrás del primer finalista austríaco, Harald Eder, y 1:09.02 minutos por debajo del noveno finalista, Zsolt Balogh, de Hungría.	Eslalom erraldoian, berriz, hamargarren bukatu zuen gizonezkoen eseritakoen taldean, 4:41.30 denbora konbinatua eginda, lehen postuan amaitu zuen Austriako Harald Eder-ek baino 2:11.60 minutu beranduago, eta bederatzigarren amaitu zuen Hungariako Zsolt Balogh-ek lortutakoa baino 1:09.02 minutu beranduago.	En su otra carrera, el eslalon gigante, obtuvo el décimo lugar en el grupo femenino de sentadas con un tiempo de ejecución combinado de 4:41.30, 2:11.60 minutos por detrás de la primera finalista austríaca, Claudia Loesch, y 1:09.02 minutos por debajo de la novena finalista, Gyöngyi Dani, de Hungría.	Eslalom erraldoian, berriz, hamargarren bukatu zuen emakumeen eseritakoen taldean, 4:41.30 denbora konbinatua eginda, lehen postuan amaitu zuen Austriako Claudia Loesch-ek baino 2:11.60 minutu beranduago, eta bederatzigarren amaitu zuen Hungariako Gyöngyi Dani-k lortutakoa baino 1:09.02 minutu beranduago.	1	1	0
Cuatro esquiadores de la categoría sentados no lograron completar sus carreras y un total de 45 participantes de 117 del Slalom Gigante no alcanzaron la clasificación en la carrera.	Gizonezkoen eseritakoen taldeko lau kidek ez zuten jaitsiera amaitzerik lortu, eta eslalom erraldoian parte hartu zuten 117 eskiatzaileetatik 45ek ez zuten lortu sailkatzea.	Cuatro esquiadoras de la categoría sentadas no lograron completar sus carreras y un total de 45 participantes de 117 del Slalom Gigante no alcanzaron la clasificación en la carrera.	Emakumeen eseritakoen taldeko lau kidek ez zuten jaitsiera amaitzerik lortu, eta eslalom erraldoian parte hartu zuten 117 eskiatzaileetatik 45ek ez zuten lortu sailkatzea.	0	0	0
El inspector general adjunto, D.K. Arya, declaró: «Hemos puesto bajo arresto a cinco individuos que abusaron de la mujer suiza y recuperamos su teléfono móvil y su computadora portátil».	D K Arya Ordezko Inspektore Nagusiak esan duenez, “Suitzako emakumea bortxatu zuten bost pertsona atxilotu ditugu eta haren ordenagailu eramangarria eta telefono mugikorra berreskuratu ditugu”. 	La inspectora general adjunta, D.K. Arya, declaró: «Hemos puesto bajo arresto a cinco individuos que abusaron de la mujer suiza y recuperamos su teléfono móvil y su computadora portátil».	D K Arya Ordezko Inspektore Nagusiak esan duenez, “Suitzako emakumea bortxatu zuten bost pertsona atxilotu ditugu eta haren ordenagailu eramangarria eta telefono mugikorra berreskuratu ditugu”. 	1	0	0
Baba, Bhutha, Rampro, Gaza y Vishnu Kanjar son los imputados.	Hauek dira akusatuak: Baba Kanjar, Bhutha Kanjar, Rampro Kanjar, Gaza Kanjar eta Vishnu Kanjar.	Babita, Bhavika, Ramita, Gazala y Vaishnavi Kanjar son las imputadas.	Hauek dira akusatuak: Babita, Bhavika, Ramita, Gazala eta Vaishnavi Kanjar.	1	1	0
Según manifestara el superintendente de la policía, Chandra Shekhar Solanki, los acusados se presentaron ante el tribunal con sus rostros cubiertos.	Chandra Shekhar Solanki polizia superintendenteak esan duenez, akusatuak aurpegia estalita agertu ziren epailearen aurrean.	Según manifestara la superintendente de la policía, Chandrika Sharma Solanski, los acusados se presentaron ante el tribunal con sus rostros cubiertos.	Chandrika Sharma Solanski polizia superintendenteak esan duenez, akusatuak aurpegia estalita agertu ziren epailearen aurrean.	1	1	0
No obstante, el conductor sufrió lesiones graves en su cabeza.	Hala ere, gidariak zauri larriak ditu buruan.	No obstante, la conductora sufrió lesiones graves en su cabeza.	Hala ere, gidariak zauri larriak ditu buruan.	0	0	0
La carretera donde se produjo el accidente fue cerrada temporalmente mientras los servicios de emergencia sacaban de su interior al conductor del Audi TT rojo.	Istripuaren agertoki izan den errepidea aldi baterako itxi zen, larrialdietako zerbitzuek gidaria Audi TT gorritik atera bitartean.	La carretera donde se produjo el accidente fue cerrada temporalmente mientras los servicios de emergencia sacaban de su interior a la conductora del Audi TT rojo.	Istripuaren agertoki izan den errepidea aldi baterako itxi zen, larrialdietako zerbitzuek gidaria Audi TT gorritik atera bitartean.	0	0	0
Luego lo trasladaron al Hospital Addenbrooke, en Cambridge.	Ondoren, Addenbrooke’s ospitalera (Cambridge) eraman zuten.	Luego la trasladaron al Hospital Addenbrooke, en Cambridge.	Ondoren, Addenbrooke’s ospitalera (Cambridge) eraman zuten.	0	0	0
Desde entonces, Adekoya ha estado en el Tribunal del condado de Edimburgo, acusado del asesinato de su hijo.	Ordutik, Adekoya Edinburgoko Sheriffaren epaitegian egon da semea erailtzea leporatuta.	Desde entonces, Adekoya ha estado en el Tribunal del condado de Edimburgo, acusada del asesinato de su hijo.	Ordutik, Adekoya Edinburgoko Sheriffaren epaitegian egon da semea erailtzea leporatuta.	1	0	0
Si bien él se encuentra bajo custodia a la espera de la acusación y el juicio, cualquier declaración de un testigo ocular puede ser cuestionable, ya que su imagen ha sido objeto de una amplia difusión.	Zaintzapean dago salaketa eta epaiketaren zain, baina litekeena da lekukoen frogak guztiz sinesgarriak ez izatea, haren irudia toki askotan argitaratu delako.	Si bien ella se encuentra bajo custodia a la espera de la acusación y el juicio, cualquier declaración de un testigo ocular puede ser cuestionable, ya que su imagen ha sido objeto de una amplia difusión.	Zaintzapean dago salaketa eta epaiketaren zain, baina litekeena da lekukoen frogak guztiz sinesgarriak ez izatea, haren irudia toki askotan argitaratu delako.	1	0	0
El profesor Colin Reid de la Universidad de Dundee señaló: «al parecer, los periodistas caminan sobre terreno peligroso cuando publican fotos u otra información de los sospechosos».	Dundee-ko Unibertsitateko Colin Reid irakasleak esan duenez, “kazetariak lerro mehe baten gainean ibiltzen dira susmagarrien argazkiak eta abar argitaratzen dituztenean.”	La profesora Pamela Ferguson de la Universidad de Dundee señaló: «al parecer, los periodistas caminan sobre terreno peligroso cuando publican fotos u otra información de los sospechosos».	Dundee-ko Unibertsitateko Pamela Ferguson irakasleak esan duenez, “kazetariak lerro mehe baten gainean ibiltzen dira susmagarrien argazkiak eta abar argitaratzen dituztenean.”	1	1	0
La Oficina de la Corona, que tiene a su cargo los procesamientos, señaló a los periodistas que no se harían comentarios adicionales al menos hasta que se dicte el auto de procesamiento.	Koroaren Bulegoak, salaketen ardura orokorra duenak, kazetariei esan die ez dela besterik azalduko, gutxienez, salaketa egin arte.	La Oficina de la Corona, que tiene a su cargo los procesamientos, señaló a las periodistas que no se harían comentarios adicionales al menos hasta que se dicte el auto de procesamiento.	Koroaren Bulegoak, salaketen ardura orokorra duenak, kazetariei esan die ez dela besterik azalduko, gutxienez, salaketa egin arte.	0	0	1
Durante el ensayo complementario de control de plagas, los guardabosques debían supervisar de cerca a los tiradores, dado que éste se monitoreaba y se evaluaba su efectividad.	Plagen kontrol osagarriaren proban zeuden ehiztariak zorrotz zaindu zituzten basozainek, probaren jarraipena egiten eta haren eraginkortasuna ebaluatzen ari baitziren.	Durante el ensayo complementario de control de plagas, las guardabosques debían supervisar de cerca a los tiradores, dado que éste se monitoreaba y se evaluaba su efectividad.	Plagen kontrol osagarriaren proban zeuden ehiztariak zorrotz zaindu zituzten basozainek, probaren jarraipena egiten eta haren eraginkortasuna ebaluatzen ari baitziren.	1	0	1
